Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1M_RS_Percentile,3M_RS_Percentile,6M_RS_Percentile,Price,MarketCap,Float,ShortFloatPct,PctFrom52WkHigh,AvgVol10,AvgVol30,AvgVol50,RevenueGrowth
26,NUAI,Technology,Software - Infrastructure,NASDAQ,295.08,99,99,99,99,5.41,632962479.7573743,106559339.0,0.2577,-42.72,6355860,5813066,6472884,-0.825
27,DLXY,Energy,Oil & Gas Refining & Marketing,NASDAQ,290.65,99,8,3,3,2.29,6736200.007796288,16350000.0,0.0163,-67.29,24757150,8425810,5088888,0.202
28,HLP,Basic Materials,Steel,NASDAQ,287.35,99,78,4,36,2.07,90433890.35105705,74738750.0,0.006,20.35,185530,93583,154740,0.402
29,NWGL,Basic Materials,Lumber & Wood Production,NASDAQ,284.82,99,3,1,12,1.55,36066453.75,28853163.0,0.049200002,-15.07,2031430,1563423,2156210,-0.119
30,DELL,Technology,Computer Hardware,NYSE,280.42,99,99,98,91,563.29,360690200977.005,635812750.0,0.048800003,-0.79,13461490,8370766,7673806,0.577
31,CLYM,Healthcare,Biotechnology,NASDAQ,278.33,99,99,99,99,14.11,818466633.75,57436255.0,0.17930001,-23.02,1993050,1533396,1350264,
32,TTRX,Healthcare,Biotechnology,NASDAQ,273.09,99,98,84,21,13.72,385366151.0172043,30367704.0,2.64,-48.23,148520,84283,95696,
33,DKI,Communication Services,Electronic Gaming & Multimedia,NASDAQ,270.79,99,99,99,7,2.63,5579581.600037336,2097587.0,0.0085,-77.71,50730,449826,274504,0.139
34,ORKA,Healthcare,Biotechnology,NASDAQ,262.31,99,99,99,98,93.55,6116451811.76963,66209699.0,0.1714,-19.02,702340,770450,817138,
35,MXL,Technology,Semiconductors,NASDAQ,260.73,99,99,99,74,69.51,6762991225.192635,90693191.0,0.069299996,-45.82,2430250,2252923,3008020,0.552
36,CDNA,Healthcare,Diagnostics & Research,NASDAQ,258.45,99,99,86,45,53.55,2600161961.1458244,51734223.0,0.1148,-0.23,978080,1055616,1180292,0.522
37,AGPU,Technology,Software - Infrastructure,NASDAQ,257.65,99,98,96,1,10.99,129472855.96433258,11591124.0,0.0525,-65.76,287230,361266,470088,1197.729
38,SAIH,Technology,Information Technology Services,NASDAQ,250.74,99,98,84,36,26.43,43360091.90087128,1837292.0,0.0027,-6.97,19540,18663,13586,-0.705
39,BDSX,Healthcare,Diagnostics & Research,NASDAQ,250.59,99,97,95,96,28.56,284510898.47997284,10551118.0,0.036199998,-8.78,70110,115226,95486,0.342
40,QMCO,Technology,Computer Hardware,NASDAQ,250.03,99,99,95,14,23.83,929287820.5732555,39410001.0,0.0465,-14.28,942320,1923603,1532788,0.257
41,MBX,Healthcare,Biotechnology,NASDAQ,249.02,99,98,97,95,61.57,2842408887.9659424,48160096.0,0.1205,-15.24,439810,427086,549896,
42,MAAS,Financial Services,Asset Management,NASDAQ,248.22,99,99,99,70,16.83,6981952359.75234,442175578.0,0.0018000001,-32.41,111990,158943,139736,
43,MU,Technology,Semiconductors,NASDAQ,247.91,99,99,99,98,926.55,1101451975473.49,1129393151.0,0.026400002,-26.17,24704310,27513180,34966128,3.457
44,ANRO,Healthcare,Biotechnology,NYSE,246.25,99,99,99,99,30.0,1255747328.0,39242104.0,0.1145,-19.96,479290,472373,507754,
45,FTH,Healthcare,Biotechnology,NASDAQ,245.86,99,99,94,99,34.24,965156514.3582687,25778754.0,0.0432,-18.75,335710,303516,307844,
46,ABCL,Healthcare,Biotechnology,NASDAQ,245.05,99,99,90,41,11.67,3528875894.322833,324047363.0,0.1367,-7.23,3602370,8229746,6993148,-0.763
47,OESX,Industrials,Electrical Equipment & Parts,NASDAQ,244.27,99,97,54,66,27.96,111433043.5,4089286.0,0.0327,-9.81,104930,125003,89712,0.315
48,DMRA,Healthcare,Biotechnology,NASDAQ,240.83,99,99,99,99,24.53,1734768107.4502316,61735519.0,0.078099996,-35.99,660400,436820,444784,
49,ETON,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,240.8,99,99,93,90,56.35,1631525398.1372833,28583135.0,0.0652,-15.1,420400,599206,576558,0.986
50,TNMG,Communication Services,Publishing,NASDAQ,240.08,99,3,1,5,2.87,20444191.52170205,6084581.0,0.0067000003,-76.63,233930,15727443,10993910,0.057
51,TOP,Financial Services,Capital Markets,NASDAQ,240.08,99,98,84,18,15.0,1809811669.3469725,123705513.0,0.0016,-13.89,93460,113740,115454,-0.193
52,SYRE,Healthcare,Biotechnology,NASDAQ,239.75,99,99,99,97,91.17,7988542702.6575165,88173762.0,0.1438,-17.25,1047990,1047403,1054830,
53,XHG,Financial Services,Insurance Brokers,NASDAQ,238.75,99,99,29,12,2.6,155674735.53680134,51547926.0,0.0008,-64.04,14950,2991526,1806114,0.126
54,QTTB,Healthcare,Biotechnology,NASDAQ,238.72,99,99,99,99,10.98,330441083.95615005,29769466.0,0.1697,-53.42,759910,522020,1382282,
55,LIFE,Financial Services,Insurance Brokers,NASDAQ,237.87,99,97,68,14,38.55,2566318023.5,63759454.0,0.053400002,-9.4,1473900,1524506,1269128,1.134
56,HELP,Healthcare,Biotechnology,NASDAQ,237.61,99,98,25,15,13.47,947713613.4717064,73069668.0,1.59,-6.13,1396850,1710760,1750690,
57,MTC,Financial Services,Capital Markets,NASDAQ,234.69,99,81,91,99,5.23,472046201.346159,99587811.0,0.0066000004,-42.5,25830,19320,24142,
58,PLSE,Healthcare,Medical Instruments & Supplies,NASDAQ,230.72,99,98,87,88,49.61,3787943701.3018646,71322607.0,0.1463,-15.77,811950,577790,496648,
59,RCEL,Healthcare,Medical Devices,NASDAQ,229.8,99,98,34,31,10.45,305557251.89929676,30926847.0,0.0959,-8.25,292670,623196,465988,0.178
60,NVCT,Healthcare,Biotechnology,NASDAQ,229.27,99,98,95,65,21.87,783131135.8683662,32644066.0,0.1012,-25.29,157760,187346,215680,
61,WCT,Technology,Software - Application,NASDAQ,227.87,98,2,2,2,7.7,401511215.4553976,56155414.0,0.0022,-69.2,541630,2104166,1299946,-0.879
62,BBGI,Communication Services,Broadcasting,NASDAQ,225.65,98,99,99,20,16.9,29551378.09661579,1852751.0,0.1031,-42.32,52750,64316,54196,-0.167
63,DFTX,Healthcare,Biotechnology,NASDAQ,224.88,98,99,98,96,37.85,5225530603.488922,134366950.0,0.073699996,-23.84,2390210,2286863,2101228,
64,CHRN,Technology,Information Technology Services,NASDAQ,224.43,98,99,99,97,18.65,2767111588.0,145637452.0,3.76,-37.83,128990,156323,210056,
65,CPIX,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,222.27,98,99,90,40,6.98,95742051.7295394,14983107.0,0.0313,-24.78,33680,68053,100624,-0.563
66,ANTX,Healthcare,Biotechnology,NASDAQ,221.14,98,99,98,99,5.34,204153036.4119072,37736237.0,0.0789,-25.73,198870,206303,217000,
67,DRTS,Healthcare,Biotechnology,NASDAQ,220.32,98,98,95,96,15.04,1303402418.2452698,90325876.0,0.0481,-0.86,506320,588370,594920,
68,AMLX,Healthcare,Drug Manufacturers - Specialty & Generic,NASDAQ,219.31,98,99,91,95,32.63,3523196871.269943,111423048.0,0.1478,-20.69,1544290,3091560,2581994,
69,VNCE,Consumer Cyclical,Apparel Manufacturing,NASDAQ,219.11,98,98,98,29,8.62,67830481.79718208,12944749.0,0.0117999995,5.12,672570,289100,209436,0.105
70,PRAX,Healthcare,Biotechnology,NASDAQ,216.78,98,99,98,99,308.99,9341469210.137817,27919988.0,0.13430001,-21.32,281770,381250,362698,
71,IMMX,Healthcare,Biotechnology,NASDAQ,215.29,98,98,97,99,11.92,868487296.5210743,71539314.0,0.16239999,-21.06,1272490,1457933,1563126,
72,ECO,Industrials,Marine Shipping,NYSE,214.26,98,95,92,95,84.74,2973250537.8274155,39044655.0,0.0418,11.19,674920,624916,547868,2.394
73,SWVL,Industrials,Railroads,NASDAQ,213.52,98,13,14,8,4.23,134862408.6766224,18954661.0,0.0231,-50.09,636600,3035013,1827396,
74,LITE,Technology,Communication Equipment,NASDAQ,211.63,98,99,99,99,919.4,83154593627.92969,89700000.0,0.0866,-15.32,4323660,4647846,4582926,1.093
75,OABI,Healthcare,Biotechnology,NASDAQ,211.04,98,97,81,31,4.35,591738944.8179159,145390398.0,0.0452,-19.89,1742830,2163113,1467860,2.442
76,BAND,Technology,Software - Infrastructure,NASDAQ,209.67,98,99,98,70,48.93,1830121379.18721,32180788.0,0.147,-38.13,915900,841433,1047922,0.222
77,OMER,Healthcare,Biotechnology,NASDAQ,208.26,98,97,92,95,17.34,1323258466.185112,72388316.0,0.18270001,-11.76,1363960,2078330,1831690,
78,BOLD,Healthcare,Biotechnology,NASDAQ,208.19,98,98,74,37,2.82,64376795.81446648,22747985.0,0.0592,-10.87,63570,169983,181242,
79,CLMT,Basic Materials,Specialty Chemicals,NASDAQ,207.84,98,98,90,95,58.01,4992619624.138969,87898234.0,0.0529,-0.67,1314990,1294416,1248844,0.408
80,RVMD,Healthcare,Biotechnology,NASDAQ,207.8,98,99,97,95,195.92,43675332811.60397,214336418.0,0.0479,-12.66,1471800,1728750,1777972,
81,GLBS,Industrials,Marine Shipping,NASDAQ,205.57,98,98,95,85,3.8,80286160.33747458,21582301.0,0.0555,-3.55,170760,183106,160964,0.532
82,PAYS,Technology,Software - Infrastructure,NASDAQ,204.77,98,99,91,74,11.82,734572662.4831619,56462156.0,0.0361,-18.09,794300,840690,705510,0.481
83,NCEW,Industrials,Integrated Freight & Logistics,NASDAQ,204.06,98,98,97,92,17.56,60576000.9765625,3200000.0,0.012200001,-15.71,150,3780,3184,0.335
84,RLAY,Healthcare,Biotechnology,NASDAQ,203.38,98,99,98,97,18.84,4135202760.8809757,219141631.0,0.2314,-11.42,3239460,2633753,2565480,-0.483
85,BFLY,Healthcare,Medical Devices,NYSE,203.15,98,99,97,91,7.26,1951870371.0740528,266285183.0,0.1592,-27.76,4188180,4820373,6153070,0.395
86,ATEX,Communication Services,Telecom Services,NASDAQ,202.57,98,99,97,92,76.22,1602384517.0904617,19498473.0,0.13340001,-32.55,304700,333366,335818,0.381
87,RNG,Technology,Software - Application,NYSE,202.26,98,96,58,81,73.54,5755244532.135651,83506162.0,0.1433,-5.66,1384280,1497016,1892642,0.059
88,BLZE,Technology,Software - Infrastructure,NASDAQ,202.19,98,99,92,14,13.11,767559976.3870239,61900000.0,0.070700005,-45.35,1615110,2656293,2653908,0.177
89,CUE,Healthcare,Biotechnology,NASDAQ,199.02,98,91,97,14,34.17,208779256.6973076,7264414.0,0.046,-24.9,148310,179466,181498,1.667
90,UMC,Technology,Semiconductors,NYSE,198.82,98,96,98,82,22.53,56779048720.49408,2507908580.0,0.014400001,-22.2,10120840,10914700,13232412,0.17
91,PBF,Energy,Oil & Gas Refining & Marketing,NYSE,197.72,98,98,77,97,75.93,9281435638.445755,118536849.0,0.1275,-8.09,3854580,3165490,3255008,0.562
92,CSTE,Industrials,Building Products & Equipment,NASDAQ,197.24,98,98,77,12,2.87,110300871.2285161,34577075.0,0.0072000003,-25.26,44520,111586,106596,-0.045
93,ROMA,Industrials,Consulting Services,NASDAQ,194.72,98,98,96,99,9.38,562289525.2457113,59564571.0,0.0146,-20.31,3730,4176,9748,-0.362
94,INTC,Technology,Semiconductors,NASDAQ,194.28,98,97,99,92,101.05,540900951694.5334,5254526315.0,0.028800001,-29.01,96155740,97341756,104981728,0.254
95,PURR,Financial Services,Capital Markets,NASDAQ,194.19,98,89,96,88,11.44,2328544383.6519213,200563691.0,1.46,-19.09,22134270,21742583,16585976,
96,KRSA,Healthcare,Biotechnology,NASDAQ,191.87,98,97,92,24,31.23,,,,-47.39,49645,22240,14563,
97,DK,Energy,Oil & Gas Refining & Marketing,NYSE,191.49,98,96,83,95,79.16,4663981852.682632,61287542.0,0.111899994,0.93,2095820,1758836,1545928,0.478
98,AEHR,Technology,Semiconductor Equipment & Materials,NASDAQ,191.38,98,99,99,98,84.25,3092532490.4752197,32659546.0,0.14039999,-42.84,3478260,2702760,2993242,0.337
99,ABSI,Healthcare,Biotechnology,NASDAQ,190.52,98,99,98,43,8.04,1408951028.646555,171614010.0,0.2608,-33.31,2538570,2731420,3017590,-0.464
100,AMWL,Healthcare,Health Information Services,NYSE,190.49,98,97,85,42,13.33,221113854.0,17008758.0,0.009,-6.06,107600,114873,131728,-0.266
101,AGEN,Healthcare,Biotechnology,NASDAQ,189.52,98,97,18,75,7.21,312441627.15608835,45020407.0,0.1504,-18.53,894340,1106920,5075920,0.344
102,BE,Industrials,Electrical Equipment & Parts,NYSE,189.01,98,96,99,99,270.02,81215915659.5,294527346.0,0.0743,-23.13,14516790,12799776,14858124,1.655
103,RLYB,Healthcare,Biotechnology,NASDAQ,188.89,98,98,98,95,17.09,89614670.625,5310499.0,0.0124,-2.75,11950,15080,26288,
104,ENGS,Industrials,Waste Management,NASDAQ,188.43,98,96,86,19,2.75,130017494.35710526,44526538.0,0.0176,-77.96,1428330,1346556,1193840,-0.278
105,MRVL,Technology,Semiconductors,NASDAQ,188.39,98,97,99,80,229.71,212184164614.55765,898704613.0,0.0509,-30.37,18140280,22297480,23139964,0.365
106,PSNL,Healthcare,Diagnostics & Research,NASDAQ,188.02,98,97,86,84,16.11,1731225827.3417969,106799872.0,0.122600004,-14.72,2264820,3236126,4011372,0.3
107,AMD,Technology,Semiconductors,NASDAQ,187.45,98,96,98,86,512.5,842569351398.5295,1632475042.0,0.0257,-12.35,19609800,20021133,23433592,0.501
108,IRD,Healthcare,Biotechnology,NASDAQ,187.4,98,92,96,99,5.41,502502767.7463312,83195823.0,0.1379,-23.48,8631330,3399163,2404126,-0.738
109,EVC,Communication Services,Advertising Agencies,NYSE,187.06,98,98,99,82,7.89,794602274.365325,92288305.0,0.14130001,-42.58,1087600,1575713,1504782,1.262
110,APPS,Technology,Software - Application,NASDAQ,186.97,98,99,96,13,10.84,1429201963.2804394,121016250.0,0.0871,-29.34,2492760,3526676,3239186,0.268
111,ENTX,Healthcare,Biotechnology,NASDAQ,186.7,98,95,42,15,2.96,491722785.17911744,173141831.0,0.0053,-29.52,424130,385540,2179434,
112,FET,Energy,Oil & Gas Equipment & Services,NYSE,185.01,98,97,89,97,81.62,952463432.4669113,11472699.0,0.056700002,-6.63,193770,194140,190210,0.132
113,SLN,Healthcare,Biotechnology,NASDAQ,184.19,98,98,81,62,12.5,809246228.1718826,62154086.0,0.0481,-28.88,864650,1571590,1149506,
114,VLO,Energy,Oil & Gas Refining & Marketing,NYSE,184.15,98,95,83,91,403.28,112412643189.83347,287927461.0,0.0399,1.01,3235330,2691706,2753252,0.517
115,YARW,Healthcare,Biotechnology,NASDAQ,183.94,98,99,74,44,25.94,72109840.07105637,2669746.0,1.72,-44.75,181020,83480,69988,
116,QXL,Technology,Information Technology Services,NASDAQ,183.77,98,94,99,72,5.16,59213581.24311447,13336392.0,0.0068,-32.99,63890,47040,63430,-0.208
117,DINO,Energy,Oil & Gas Refining & Marketing,NYSE,183.02,98,94,80,89,113.97,19172209625.0961,177783849.0,0.0641,1.6,2387230,2470670,2718054,0.532
118,NEO,Healthcare,Diagnostics & Research,NASDAQ,182.7,98,96,81,27,18.94,2225194581.592407,128475440.0,0.14479999,-4.15,1545990,1666786,2252272,0.112
119,OKTA,Technology,Software - Infrastructure,NASDAQ,182.31,98,94,80,27,188.12,29107684512.0,174820928.0,0.0515,4.84,3695230,3725800,3378494,0.106
120,XNCR,Healthcare,Biotechnology,NASDAQ,181.7,97,98,76,63,23.71,1814966409.424572,74353397.0,0.2845,-22.54,1184870,1316750,1230298,0.175
121,NAT,Energy,Oil & Gas Midstream,NYSE,181.49,97,94,92,96,7.99,1579659954.0576468,211750663.0,0.081199996,6.53,4922110,3761656,3583132,0.975
122,STX,Technology,Computer Hardware,NASDAQ,181.3,97,99,99,98,783.18,188774854546.26892,227393014.0,0.0427,-31.6,3555480,3853340,4554568,0.485
123,INSW,Energy,Oil & Gas Midstream,NYSE,180.12,97,95,93,94,109.38,5133920460.728783,49531311.0,0.0859,2.48,777490,615166,562012,1.401
124,TORO,Energy,Oil & Gas Midstream,NASDAQ,179.61,97,96,96,94,6.2,230856318.46749783,34559330.0,0.0034,-27.06,35800,28870,29888,0.077
125,HPE,Technology,Communication Equipment,NYSE,178.99,97,98,96,81,56.68,82422288330.66505,1327464779.0,0.047399998,-11.78,35814030,22386730,20481092,0.337
126,KRT,Consumer Cyclical,Packaging & Containers,NASDAQ,177.98,97,96,72,77,49.6,935594956.3679466,19931721.0,0.0374,-2.38,133570,152296,139060,0.099
127,MPC,Energy,Oil & Gas Refining & Marketing,NYSE,177.95,97,95,79,89,413.92,111186946357.768,280824763.0,0.031400003,1.18,2446700,2539086,2356706,0.537
128,IZM,Technology,Electronics & Computer Distribution,NASDAQ,177.34,97,4,7,2,1.27,2583893.907980114,12018111.0,0.021,-53.48,85320,1018660,715500,0.072
129,ASX,Technology,Semiconductors,NYSE,177.14,97,97,98,95,37.95,102766676082.13248,2603665389.0,0.005,-16.63,6259320,6437973,7710526,0.267
130,QURE,Healthcare,Biotechnology,NASDAQ,177.06,97,97,97,25,42.49,3087498881.6907806,69366412.0,0.1443,-40.57,1310090,1147400,1274046,0.11
131,PRLD,Healthcare,Biotechnology,NASDAQ,176.69,97,99,97,98,4.47,365571971.2829094,79645307.0,0.142,-34.55,371410,494330,443684,
132,ARCT,Healthcare,Biotechnology,NASDAQ,176.5,97,47,23,19,15.6,418671793.35895157,28423069.0,0.26680002,-35.46,821060,1263033,947260,-0.895
133,CGEM,Healthcare,Biotechnology,NASDAQ,176.14,97,96,94,94,20.63,1265421176.5177536,61458046.0,0.2244,-11.04,928880,774506,686494,
134,PXS,Energy,Oil & Gas Midstream,NASDAQ,175.95,97,90,80,90,6.99,70445655.89178276,10239194.0,0.0053,-1.27,146040,128903,88644,0.326
135,GH,Healthcare,Diagnostics & Research,NASDAQ,175.38,97,95,93,86,174.9,21119793889.854736,134196170.0,0.0858,-0.95,1611910,1919683,2029858,0.443
136,IBRX,Healthcare,Biotechnology,NASDAQ,175.23,97,96,95,99,7.91,8383304757.711819,1059836273.0,0.3134,-36.36,8262460,7996950,8669846,0.939
137,FATE,Healthcare,Biotechnology,NASDAQ,174.74,97,96,94,79,2.44,276785380.4838152,119820514.0,0.0859,-24.46,925790,1499820,1886850,0.092
138,EXFY,Technology,Software - Application,NASDAQ,174.46,97,95,75,6,2.3,196963202.06661415,91186664.0,0.0178,-18.15,592790,1022890,963586,-0.053
139,ELVN,Healthcare,Biotechnology,NASDAQ,174.37,97,98,95,95,49.12,3980067715.1595383,73270761.0,0.1691,-21.18,1155440,978220,959602,
140,IPSC,Healthcare,Biotechnology,NASDAQ,174.21,97,97,97,99,1.86,349888339.77998495,180354809.0,0.16430001,-38.82,431890,455403,634226,
141,SMTC,Technology,Semiconductors,NASDAQ,174.09,97,93,97,89,167.55,15607778204.892975,93325626.0,0.0942,-5.53,2960720,3102303,2800504,0.327
142,ANDG,Consumer Cyclical,Personal Services,NYSE,173.94,97,94,85,67,55.01,6061830675.856697,112988453.0,0.2116,-4.53,346160,503473,441876,0.237
143,FRO,Energy,Oil & Gas Midstream,NYSE,173.79,97,93,92,94,53.67,10955272213.082657,222622890.0,0.0675,8.29,3443710,2636896,2391876,0.965
144,SPRB,Healthcare,Biotechnology,NASDAQ,173.45,97,96,93,97,54.16,154334500.2926979,2874013.0,0.1547,-77.43,127660,81213,73850,
145,LBRX,Healthcare,Biotechnology,NASDAQ,173.41,97,98,88,84,42.57,1439727014.7065163,32259175.0,0.1925,-15.13,267640,288323,315614,
146,CMPS,Healthcare,Medical Care Facilities,NASDAQ,173.27,97,97,96,84,13.8,1987142448.5247154,138476822.0,0.1058,-13.04,2760930,2690960,3137882,
147,OPTX,Technology,Electronic Components,NASDAQ,173.03,97,98,99,99,6.37,285987129.9586115,40279878.0,0.21360001,-57.31,208330,250086,344282,0.261
148,GTE,Energy,Oil & Gas E&P,NYSE ARCA,172.93,97,93,82,95,10.63,381754827.56034374,35380429.0,0.0416,-7.73,628770,1477626,1009638,0.253
149,EHLD,Industrials,Marine Shipping,NASDAQ,172.66,97,87,72,78,13.67,42812547.46277332,2816615.0,0.0063,-13.48,21390,11000,7430,1.95
150,TEAM,Technology,Software - Application,NASDAQ,172.21,97,91,15,5,190.28,45489044282.98164,253138815.0,0.062800005,-4.19,3013990,4741150,4389594,0.276
151,SIF,Industrials,Aerospace & Defense,NYSE ARCA,172.1,97,97,98,98,20.96,134776453.628479,6254128.0,0.056799997,-27.72,63070,140643,132374,0.183
152,MANE,Healthcare,Biotechnology,NYSE,172.04,97,97,96,94,102.42,4134836703.389374,41778687.0,0.1479,-21.96,580190,620080,695722,
153,NXXT,Utilities,Utilities - Renewable,NASDAQ,171.89,97,4,9,1,1.14,2453066.8896,16813344.0,0.066,-60.42,1909170,2507343,4620400,0.409
154,FEIM,Technology,Communication Equipment,NASDAQ,171.71,97,96,95,93,84.6,987870070.699997,11177530.0,0.113900006,-5.75,405960,288026,359064,-0.23
155,PARR,Energy,Oil & Gas Refining & Marketing,NYSE,171.37,97,95,78,97,84.9,4240933501.995964,50099627.0,0.1304,-2.45,824940,964483,985196,0.568
156,SILC,Technology,Communication Equipment,NASDAQ,171.33,97,97,97,90,42.48,242836564.75,5747611.0,0.025,-19.77,157260,193753,184258,0.585
157,IRDM,Communication Services,Telecom Services,NASDAQ,171.25,97,96,95,88,47.28,5012927328.742493,105981552.0,0.028199999,-17.31,763430,877680,1171952,0.038
158,DHX,Technology,Software - Application,NYSE,171.21,97,92,91,89,4.95,196711589.81075764,43424190.0,0.0058999998,3.34,314470,294246,235952,-0.102
159,ROLR,Consumer Cyclical,Gambling,NYSE ARCA,170.91,97,93,95,92,6.18,67830276.00183725,11029313.0,0.0145000005,-81.65,33060,55173,62826,-0.516
160,URGN,Healthcare,Biotechnology,NASDAQ,170.63,97,97,95,67,43.49,2068136729.9672394,48880564.0,0.1304,-14.41,731830,912086,842950,1.992
161,TVTX,Healthcare,Biotechnology,NASDAQ,170.62,97,97,96,75,63.48,6237255623.342804,94261082.0,0.1658,-7.64,1379960,1529093,1445414,0.482
162,NESR,Energy,Oil & Gas Equipment & Services,NASDAQ,170.35,97,98,95,97,31.49,3382567921.4925385,100851754.0,0.052399997,-14.75,1441330,1945860,1893704,0.591
163,HZO,Consumer Cyclical,Specialty Retail,NYSE,170.23,97,96,83,61,52.34,1153148414.1289902,22086735.0,0.1432,-0.23,959760,991530,709224,-0.07
164,ADPT,Healthcare,Diagnostics & Research,NASDAQ,170.15,97,95,80,72,27.67,3862219498.1619644,159595842.0,0.092700005,2.98,2084340,2020630,2329066,0.215
165,PGEN,Healthcare,Biotechnology,NASDAQ,170.12,97,93,94,82,7.44,2452541407.805098,358035247.0,0.2161,-3.63,3163830,5046226,4614930,63.227
166,EWTX,Healthcare,Biotechnology,NASDAQ,169.82,97,96,93,94,45.44,4822023493.31675,108604129.0,0.121300004,-6.12,1275180,1238733,1210640,
167,LFST,Healthcare,Medical Care Facilities,NASDAQ,169.63,97,95,89,67,12.79,4956539388.636167,382154147.0,0.0738,-3.69,5567350,4857706,4088734,0.261
168,MAN,Industrials,Staffing & Employment Services,NYSE,169.44,97,97,45,24,57.93,2625704439.622879,46505570.0,0.14039999,-9.31,747700,827413,1153400,0.075
169,LPG,Energy,Oil & Gas Midstream,NYSE,169.31,97,90,86,87,57.86,2360748350.636238,42782681.0,0.059699997,4.27,600330,560150,592002,1.24
